datetime,Value
2018-05-18 15:00:00,0.355
2018-05-18 16:00:00,0.352
2018-05-18 17:00:00,0.352
2018-05-18 18:00:00,0.352
2018-05-18 19:00:00,0.099
2018-05-18 20:00:00,0.097
2018-05-18 21:00:00,0.095
2018-05-18 22:00:00,0.094
2018-05-18 23:00:00,0.094
2018-05-19 0:00:00,0.093
2018-05-19 1:00:00,0.093
2018-05-19 2:00:00,0.093
2018-05-19 3:00:00,0.093
2018-05-19 4:00:00,0.092
2018-05-19 5:00:00,0.091
2018-05-19 6:00:00,0.09
2018-05-19 7:00:00,0.089
2018-05-19 8:00:00,0.085
2018-05-19 9:00:00,0.086
2018-05-19 10:00:00,0.078
2018-05-19 11:00:00,0.076
2018-05-19 12:00:00,0.075
2018-05-19 13:00:00,0.074
2018-05-19 14:00:00,0.073
2018-05-19 15:00:00,0.072
2018-05-19 16:00:00,0.072
2018-05-19 17:00:00,0.072
2018-05-19 18:00:00,0.072
2018-05-19 19:00:00,0.07
2018-05-19 20:00:00,0.07
2018-05-19 21:00:00,0.07
2018-05-19 22:00:00,0.07
2018-05-19 23:00:00,0.07
2018-05-20 0:00:00,0.07
2018-05-20 1:00:00,0.07
2018-05-20 2:00:00,0.07
2018-05-20 3:00:00,0.07
2018-05-20 4:00:00,0.07
2018-05-20 5:00:00,0.07
2018-05-20 6:00:00,0.07
2018-05-20 7:00:00,0.069
2018-05-20 8:00:00,0.069
2018-05-20 9:00:00,0.069
2018-05-20 10:00:00,0.069
2018-05-20 11:00:00,0.069
2018-05-20 12:00:00,0.069
2018-05-20 13:00:00,0.069
2018-05-20 14:00:00,0.069
2018-05-20 15:00:00,0.068
2018-05-20 16:00:00,0.067
2018-05-20 17:00:00,0.066
2018-05-20 18:00:00,0.065
2018-05-20 19:00:00,0.064
2018-05-20 20:00:00,0.063
2018-05-20 21:00:00,0.062
2018-05-20 22:00:00,0.062
2018-05-20 23:00:00,0.061
2018-05-21 0:00:00,0.061
2018-05-21 1:00:00,0.06
2018-05-21 2:00:00,0.059
2018-05-21 3:00:00,0.058
2018-05-21 4:00:00,0.058
